Los Angeles Lakers,20346956,Official Twitter Feed of the Los Angeles Lakers. #GoLakers,The birthday boy will be back in the lineup tonight for the #LakeShow 🎂 https://t.co/37yBNigLS2
8LakerGirl4Life24,261399437,"Lakers. All u need 2know. 
#TeamLakers  #MambaArmy 8LakerGirl24
p.s. If u ever think 2urself she can't be serious after reading my tweets, Im being facetious.",THERE YOU GO @B_Ingram13!!! 💪💪💪 #TheFuture #Lakeshow #GoLakers
LosAngelesSRH,748959852,"Los Angeles SportsRoadhouse®, Los Angeles Sports Breaking news, Links, & Licensed Merchandise","#WeLoveLA RT ""#Lakers  And-1!! #LakeShow https://t.co/QVLPntbupu"" #SportsRoadhouse https://t.co/qsCApXzhq0"
Nick Sakai,1184927365,"Got banned from my previous account. Let's try this again. Shoe salesman - 12amRun Las Vegas, NV.",Ingram gonna be so good. #lakeshow
Juan Amezcua,6123442,"Die hard Lakers and Chivas fan! Love to watch soccer and basketball! I enjoy playing video games, photography, movies, and haging out with my friends!",Woah! Rookie! #LakeShow
☄️A A Ron ☄,240790478,R.I.P Aunt Paulette and Mom #LoveMom #LovePaulette♥️ #UMES17 SC: Nikechecked #RiseUp #LakeShow,RT @Lakers: B.I. getting them up #LakeShow https://t.co/0rn0PquSG6
JaimeQ.,282756218,,RT @Lakers: Ball is up. #LakeShow
パキト - Ⓥ,34688714,"Vegan, runner and all-around (mostly) lovable earthling. I also tweet a lot. About everything.","Don't know how, with 14 turnovers, we're only down by 1! Crazy! #LakeShow
#Lakers"
Delmy Barillas,41728174,"Sports Host/Reporter - Sometimes, i'll put on a pretty dress and cover entertainment too. @The_DailyHoop @ESPN @LakerFanatics @LA_SportsHub @NBA247FW","Missing the first half, looks like we're hanging in there!!!! Rushing to a tv guys! #lakeshow"
KJ 🐼,772444571850584065,Basketball Entertainment Music,lets go!!!!!!! #lakeshow
Jay Lagpad ☆,144662018,Celebrate everyday and define your own path.Born and Raised from the #South 🍃,Settle down and get over the hump! Let's go! #LakeShow
Reuben Hernandez,1393542794,25 Yrs Old | Chilling Living Life To The Fullest In The 818 | Representing My LA Teams: #Lakers #Dodgers #LAKings #USC #LARams,Despite all those turnovers Lakers still find themselves in this one within 3. #GoLakers #LakeShow
L,117337151,,RT @Lakers: Ball is up. #LakeShow
Rahul Mangalore,2193179251,Product @Spireon @UCIrvine Alum,There is never any quit with these @Lakers  I LOVE IT! #lakeshow
Jxey Lxpez,2999073230,|That man's got ice water in his veins| Melissa ❤️ #Lakeshow #SFGiants #SF49ers,RT @crazy242life: Ingram got from near the end point line and into the paint off 1 spin move  #LakeShow
Jxey Lxpez,2999073230,|That man's got ice water in his veins| Melissa ❤️ #Lakeshow #SFGiants #SF49ers,RT @dj_strip: #lakeshow shaking off that bad first QT. let's get this W
Trippy Gal 🌟✌🗿,802318691824123904,"Free spirit! Live, laugh, fuck 😇 Stay nice and you'll find peace in life 🎭 Lakers baby 💜💛 @Dloading 💜💛 Taken by my lovely lady 😍😚😍",I'm screaming at my TV and my girlfriend made me come watch the game in our room 😭😭 #lakeshow
Chris,2885660108,"21
College Graduate 
LakerGang
NY breed.",Why Julius Randle be thinking he can run a fastbreak like LeBron ? #LakeShow
seth raiders,767797106471993345,Fan a morir del Olimpia...Rock y Metal...NFL y NBA... WWE y MMA...Marvel y Dc...Gym y salud... amistad con el mundo via Twitter,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
Skins 6-4-1,2742644026,R.I.P LJ Free Big Bro 07/09,RT @Lakers: Let's go #LakeShow!! https://t.co/iL7OZKyJFR
Sting,941685860,Purple and Gold 4 Life!,"Ugly basketball for both teams, glad we're only down 3 #LakeShow"
Pablo Ea$y,313038684,,"RT @Lakers: Smiling through the pain. Get well soon, Unk! #LakeShow https://t.co/bvKBpnaVgJ"
MJ,557955439,160 characters? I don't think that's enough.,RT @Lakers: Ball is up. #LakeShow
akasen,84283513,天才不良品,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
Daddy,1594212750,#Soorullosquad •// Basket till I die// 6'2// Got the Six on ma shoulder//brrrrrr// 666// Miro hacia abajo y veo el cielo// Azazel/ Ly,RT @Lakers: Lou's in the building #LakeShow https://t.co/w4A2aHcDiX
nu$kida🐐,1936037432,court side rockin' @JIMMYBUTLER jersey 💛,RT @guapodome: Lakernation man let's get paid tonight #LakeShow
Kyle ™,1414302398,#THEYSLEEP 🤐 • #StayPrayedUp! 🔋• 🏋🏾📶,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
S✞RIP,446824084,Just a guy that likes to have fun #MatrixSessions *️⃣ 1/2 of @wearesabr Contact: deejaystrip@gmail.com,#lakeshow shaking off that bad first QT. let's get this W
Bree Zee ...,257276618,Just relaxin and feeling vibes ... ✌️,RT @Lakers: Ball is up. #LakeShow
Lakers 9-10 🇧🇸,236016895,LakerNation242🇧🇸,Ingram got from near the end point line and into the paint off 1 spin move  #LakeShow
Eduarda Eloi,399669682,"Then if the little blue birds fly across the rainbow, why can't I?",It is the #LakeShow 🏀
Zeke 🐵,3024068275,701 | Raksha,RT @Lakers: B.I. getting them up #LakeShow https://t.co/0rn0PquSG6
JC,800294393269755904,NBA: Lakers | Heat #WWLG4L #LakersNation #HeatNation ---------**PBA: Barangay Ginebra San Miguel** #WeAreOneGinebra #NeverSayDie #GinKings,Another TURNOVER LADIES AND GENTLEMEN! #LakeShow
Lakers//Giants,840793238,#TeamGuyana #TeamCoolie #TeamGuyanese G.O.O.D Music #BlueJays LIFE OF THE TRU ॐ #Raptors #Heat #Lakers #Celtics MiamiHeat2013Champs™ ♊️17 years and counting,RT @Lakers: 💘 Style #LakeShow https://t.co/mq9ApcmVYF
yuji0301,532923154,今シーズンのNBAはJazzとLakersを中心に応援していきたいと思います😉 Now NBA season I want to cheer around the Jazz and Lakers😉 そして親子で一緒に行くTDRの旅行が楽しみです🤗🤗🤗 #TakeNote #LakeShow,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
Marz,979427634,"All I need are some tasty tweets, a cool buzz, and I'm fine.",Clarkson just cut up Rondo!! #lakeshow
EL CHAPO PAPO,339350087,UPRCA | 21 | Soltero hasta que Dios decida.,Feeling proud #LakeShow
Lakers//Giants,840793238,#TeamGuyana #TeamCoolie #TeamGuyanese G.O.O.D Music #BlueJays LIFE OF THE TRU ॐ #Raptors #Heat #Lakers #Celtics MiamiHeat2013Champs™ ♊️17 years and counting,RT @Lakers: B.I. getting them up #LakeShow https://t.co/0rn0PquSG6
Hennessy,1149510792,LA,RT @Lakers: 💘 Style #LakeShow https://t.co/mq9ApcmVYF
JC,800294393269755904,NBA: Lakers | Heat #WWLG4L #LakersNation #HeatNation ---------**PBA: Barangay Ginebra San Miguel** #WeAreOneGinebra #NeverSayDie #GinKings,"Love it when Deng is playing well against the Bull, getting unleashed over Butler eh? #LakeShow"
sdeportes/sports,2329387747,Deportes Sports ex jugador Bohemios 2011/2013 2014/2015/2016 Tabare Liverpool por siempre!,#LakeShow @Lakers good one @JClark5on
Tatiana Faleiro,33348456,"Professora de Geografia apaixonada por educação.Geógrafa.Cruzeirense.49ers.
Lakers.Amo esportes!",Go Lakers!!! #nba #Lakers #LakeShow #nbanaespn
Luis Enrique,1686986046,☕️,@Larrydn22 with that big boy basketball!!! #lakeshow
M.♡,1308503425,,Alright Larry 👏🏼 #lakeshow
Raymond ♚★,2547480342,"XVIII • I Live by Faith not by Sight  • 
Ball is Life  🏀","RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
8LakerGirl4Life24,261399437,"Lakers. All u need 2know. 
#TeamLakers  #MambaArmy 8LakerGirl24
p.s. If u ever think 2urself she can't be serious after reading my tweets, Im being facetious.",Luol?! AND -1?! trying not to get excited.. #Lakeshow #GoLakers
sdeportes/sports,2329387747,Deportes Sports ex jugador Bohemios 2011/2013 2014/2015/2016 Tabare Liverpool por siempre!,#LakeShow @Lakers foul for deng
#SBA4,3292294246,"The Senior Basketball Analyst
https://t.co/KxfZB4JRR4… https://t.co/ON4j3EWJVO…
#SBA4",#HOF to future HOFer. Wade to #GBuckets for 🏀 and the harm. #BullsNation #LakeShow #SBA4 https://t.co/dMH9FMQUPI
JC,800294393269755904,NBA: Lakers | Heat #WWLG4L #LakersNation #HeatNation ---------**PBA: Barangay Ginebra San Miguel** #WeAreOneGinebra #NeverSayDie #GinKings,That play is incredible. Hahaha! #LakeShow
Umair Ashfaque,578803218,Lankan-born Australian.  Nineteen. Man Utd. West Coast. Lazy person by nature.,Well that was a weird passage of play! #LakeShow
Denden,790550133402275840,je n'oublierai jamais.,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
austin forbes,3400800833,UHS basketball baseball,RT @Lakers: B.I. getting them up #LakeShow https://t.co/0rn0PquSG6
F🚫❌,734234617817890816,"Certified Sensei Hugot Lord,Gamer,Player,Student,Broken and Proud 💪","RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
Lily,177153565,Just tryna do what I gotta do to prove that I'm the one who's gonna be coming through,#LakeShow that was possibly the best 2 minutes of the game so far #nba
Raiders (9-2) ☠,2949059243,GP 💕,This Chiraq and LA game good! #lakeshow
Gene Felix,69666342,🇺🇸🇵🇭🎥🏀🏈⚾️📺,Should be a tie by now. #lakeshow
Ricky,816752874,LTR,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
Tennessee Owens,2344585200,CHS Basketball | Laker Nation | #fromthesamecloth | KP |,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
william,320869014,i,RT @Lakers: 💘 Style #LakeShow https://t.co/mq9ApcmVYF
Aman S. Brar,1079503496,,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
andrew++®,769343026976227329,dphs🏀,RT @Lakers: Ball is up. #LakeShow
JC,800294393269755904,NBA: Lakers | Heat #WWLG4L #LakersNation #HeatNation ---------**PBA: Barangay Ginebra San Miguel** #WeAreOneGinebra #NeverSayDie #GinKings,NICE MOVE @Larrydn22 #LakeShow
Reus,2917281458,GVHS '17,RT @Lakers: Let's go #LakeShow!! https://t.co/iL7OZKyJFR
d.johnson 🎯,364034967,*Jheeze N.C.,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
8LakerGirl4Life24,261399437,"Lakers. All u need 2know. 
#TeamLakers  #MambaArmy 8LakerGirl24
p.s. If u ever think 2urself she can't be serious after reading my tweets, Im being facetious.",LOU WILL  DEFENSE?! #Lakeshow #GoLakers
Caesar Garcia,1052610578,I'm 23 years old & i'm a god fearing Cuban American everyone stay safe & stay blessed. #LiveEverydayLikeItsYourLast #ThankGodEveryday #ELCUBANITO,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
$ogoood 🐧,717301067482923008,rose 🌹,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
9-2,760744993,if God is with me who be against me.. Christan Alcocer 94-09,Larry that my boy #LakeShow
Shannon Ashley,392984528,"Live it up in the good times, to conquer the bad times",RT @Lakers: B.I. getting them up #LakeShow https://t.co/0rn0PquSG6
Nathanael,1068715976,"In God i trust , naw i dont give no fucks",U got thrown booiii #lakeshow
childish chance,3786037345,#LongLiveChito💙 | Owner of 1965 ford f100,RT @Lakers: 💘 Style #LakeShow https://t.co/mq9ApcmVYF
Josh Cordova,3145663509,Im thee S3XY B3AST          #49ersNation,RT @Lakers: Luol takes the floor #LakeShow https://t.co/uMF3OBpshe
Josh Cordova,3145663509,Im thee S3XY B3AST          #49ersNation,RT @Lakers: Ball is up. #LakeShow
isaac,3085087894,fuck ya feelings,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
8LakerGirl4Life24,261399437,"Lakers. All u need 2know. 
#TeamLakers  #MambaArmy 8LakerGirl24
p.s. If u ever think 2urself she can't be serious after reading my tweets, Im being facetious.",LMAO LARRY JUST RIPPED THE BALL OUT OF PORTIS' HANDS AND GOT A LAY UP! #SpaceCowboy!! #Analysis #TheFuture #Lakeshow #GoLakers
Jay T. Campbell,42964337,"#LakersNation #sXe   Child-like creativity, purity and honesty being crowded by these grown thoughts.",Nance working! #LakeShow #GoLakers
Tyler Lee,2936964397,@lynn_courtney1 is my fav ❤️,RT @Lakers: Lou's in the building #LakeShow https://t.co/w4A2aHcDiX
LaFaybeion Brown,321087658,#TeamLakers #Team49ers #TeamUSC #TeamDodgers #TeamLAKings  Instagram: L_Brown26,Grown man shit Larry Nance. #Lakeshow
☆©☆Francisanity☆©☆,981892291,|| Sports Enthusiast || Night Owl || Introvert || Nephophile || Los Angeles Lakers || Otaku || Astrophile || Chess || DLSU Lady Spikers || Selenophile ||,Basketball | NBA | Play By Play - @Lakers v Bulls https://t.co/27taURg0ZQ #LakeShow #GoLakers #BeatTheBulls
Melly Mel,3943172413,,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
Toula's Finest🇼🇸,2163751280,Thuggin since 88 block me #Samoanpower #polytwitter #Samoanstrong #Whodatnation #Lakers,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
Thirdiee🌭,452762106,"Let yourself, Be yourself | AdU | IG: @thirdeyyy",RT @Lakers: Ball is up. #LakeShow
8LakerGirl4Life24,261399437,"Lakers. All u need 2know. 
#TeamLakers  #MambaArmy 8LakerGirl24
p.s. If u ever think 2urself she can't be serious after reading my tweets, Im being facetious.",okay he's fine.. #TheFuture #Lakeshow #GoLakers https://t.co/6yyZhrmEqE
Fareen,3168217432,https://t.co/AjldKkemzF,"RT @Lakers: Smiling through the pain. Get well soon, Unk! #LakeShow https://t.co/bvKBpnaVgJ"
Mac Hill,2510672687,,D'Angelo Russell out here wearing jeggings.  😕😕😕😕 #Lakers #LakeShow
Alex,2875861047,here 4 my #Raiders #Ducks #Lakers #RaiderNation #Dodgers #MyFamily #JustLivingLife #GodBlessMyRaiders #LoveMyWifeAndBabies #GodIsLuv Love my Jesus Christ!,"RT @Thee_LB53: IT'S ABOUT THAT TIME FOR THE #LAKESHOW! @kitty_kat35 @spike315 @DeeDub67 @AlexAndersen87 @raiderman09 @NUEMONEY
#WEARELA #LA…"
DJ,4537296859,fool in love,RT @Lakers: Ball is up. #LakeShow
Heirs,120015083,People Places Things,Fisher 😢 #lakeshow
Ladii SavvMac,2986263308,#Proudmami #Taken @kinfolk31 #pisces ♓️ #80sbaby #blessed #bbw #snowbunny #Raiders #Cowboys #Lakers #GSWarriors #HappiestIveEverBeen #MRHSGrizzlies c/o'02,Let's get that W tonight #LakeShow #LakersNation #WeBelieve #LALvsCHI
Darien,2155155589,7/10/14,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
JC,800294393269755904,NBA: Lakers | Heat #WWLG4L #LakersNation #HeatNation ---------**PBA: Barangay Ginebra San Miguel** #WeAreOneGinebra #NeverSayDie #GinKings,Not now Brandon pleaseeee! #LakeShow
MTJr.,917691348,"The black guy in Harlem from Snapchat. Producer for @cbsradio & @playit, host of The Alternative on @logikradio.",Don't do this Sam. Don't do it. #LakeShow https://t.co/hRf22wYkA9
Lakers 9-10 🇧🇸,236016895,LakerNation242🇧🇸,Lakers moving the ball. This is good #LakeShow
Maica,1966961090,| 19 | Jamaica Pama | BS PSYCH | URSM |  @_manchuuu's girlfriend 💕 |,"RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
JC,800294393269755904,NBA: Lakers | Heat #WWLG4L #LakersNation #HeatNation ---------**PBA: Barangay Ginebra San Miguel** #WeAreOneGinebra #NeverSayDie #GinKings,OMG what happened to B.I?? #LakeShow
Los Angeles Lakers,20346956,Official Twitter Feed of the Los Angeles Lakers. #GoLakers,"This time it's Brandon Ingram with the hoop and the harm. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/ZeqK7TxEVa"
CORINAA✨,465267742,If you can dream it you can do it. W.D. ❣ 5/7/87-7/9/13 my angel,"RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
CORINAA✨,465267742,If you can dream it you can do it. W.D. ❣ 5/7/87-7/9/13 my angel,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Laker Facts,551388736,"Lakers Stats, News, History, Videos, Photos & Lots of Fun. https://t.co/GLgh2e6AKE | INSTAGRAM @lakersfacts Run by @chrisHs22 & @golfingwithlee","RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
sdeportes/sports,2329387747,Deportes Sports ex jugador Bohemios 2011/2013 2014/2015/2016 Tabare Liverpool por siempre!,"#NBA NBAwednesday @Lakers #LakeShow 46-47 winter is comeing. 
#SLsports #SLdeportes"
⁶𓅓,619576792,r e a c h. b a c k. l i k e. 1 3. @rihanna❤️,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Lakers Fan Base,145846205,Unofficial Spokesperson for the Los Angeles Lakers Fan Base #Lakers #LakersNation,15 turnovers in the first half? 😳 #lakers #lakeshow should be blowing the #Bulls out
Laker Facts,551388736,"Lakers Stats, News, History, Videos, Photos & Lots of Fun. https://t.co/GLgh2e6AKE | INSTAGRAM @lakersfacts Run by @chrisHs22 & @golfingwithlee",RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Mr Annuities,2919374310,The odds are against you. 1-800-Gamblers,"RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
JT,633460623,#D1 Athlete. U$D Track. 2k Icon. Movie Buff.,"RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
layla,555198192,"sorria mais, transmita paz, não desista jamais","RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
Travis,1133093275,23. Single. Kinesiology major,Yeah Deng👌🏾 #LakeShow
Chon,217491485,Hello its Chon ! SLP  #visçabarça,"RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
Julio,1618505750,"I live the thug life baby I'm hopeless , chokin' off indo tryin' to keep my focus -  Tupac",RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
H-O-M-I-E,310349558,The L's I took in the past put me in position to get my dubs today. SC: shakurstopit #RIPSOULJA #RIPAC,"RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
Jose Pinto Jr,2157763381,Fútbol • Baseball • Basketball • NFL • Hockey #ForçaBarça🔵🔴,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
🏀👋JamesCaguioa🏀👋,2789086615,25Years Old Baller from Taguig (Welcome to my BasketBall World) 🏀👋,GoodJob @B_Ingram13 #LakeShow #LakerNation #NBA
Towp is not nice,296752814,proving the doubters wrong  sc:towpisnotnice,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
F🚫❌,734234617817890816,"Certified Sensei Hugot Lord,Gamer,Player,Student,Broken and Proud 💪","RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
M a g a l i 👑 ✨,3178828434,,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Anthony Canales,2922274610,Power Forward for the Beijing Ducks. Need my PG to take over in his rookie season. #GualaGangEnt the movement! Guala Guala Guala Guala Guala.,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Paulo Escobar,413186286,90's trash CA MS,"RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
kalie✨,1590405212,happy as can be,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Gabby.,2927413250,,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
..,257640189,,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Britt (B),2684054156,stay hungry stay humble,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Mix,2842083679,Always choose the harder right instead of easier wrong | 17 | K's 👑,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Fansclub_Aamir,763561540398100484,,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
ilse,417211628,Basketball • CrossFit • 20 • UIW,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
✩ · justınα,718897291713781764,『 justınα cox αddαms 』90s tαttooıst & musıc producer who loves scαrч movıes ㅤ ㅤ  #monkeчs_rp · @hwrpbr,"RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
yung,348237164,,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Julian Gonzalez,3314031883,sc: juli1717 ig: julian_gonzalez17,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
raelyn,175565584,*in Metta's Voice* I love basketball | sc: rtoya07,"RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
raelyn,175565584,*in Metta's Voice* I love basketball | sc: rtoya07,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
Brenda ✨,2730489241,bless up,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
solid.,225717960,Billionaire dreams.. #LongLiveKirk,"RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
Matthew LT Tomlinson,3296999312,"On this journey called life, chasing after God.
  Emmaus Eagle 🏀 #15  307 → 563  Romans 1:16 Pain is temporary, quitting lasts forever
  Go Pokes!","RT @Lakers: Larry Nance Jr. pulls down the offensive rebound and scores, plus the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https:…"
Morales2®💀,711273512523030530,19| UT| Yabucoa,"RT @Lakers: Luol Deng gets to the rim, and draws the foul. #LakeShow

(📺: @SpectrumSN / @spectdeportes) https://t.co/FfSkZ5aa9u"
addy,1314742838,,RT @Lakers: .@B_Ingram13 sizing it up #LakeShow https://t.co/YenI5Kv7Rj
